Diamond{index=293, carat=0.51, cut=Ideal, color=D, clarity=VVS1, depth=61.7, percentageOfWidth=56.0, cost=2797.0, length=5.12, width=5.16}
Diamond{index=433, carat=0.55, cut=VeryGood, color=D, clarity=VVS1, depth=61.5, percentageOfWidth=56.0, cost=2815.0, length=5.23, width=5.27}
Diamond{index=578, carat=0.51, cut=VeryGood, color=D, clarity=VVS1, depth=59.9, percentageOfWidth=58.0, cost=2834.0, length=5.16, width=5.19}
Diamond{index=82, carat=0.26, cut=VeryGood, color=D, clarity=VVS1, depth=62.1, percentageOfWidth=60.0, cost=554.0, length=4.03, width=4.12}
Diamond{index=71, carat=0.24, cut=VeryGood, color=D, clarity=VVS1, depth=61.5, percentageOfWidth=60.0, cost=553.0, length=3.97, width=4.0}
Diamond{index=128, carat=0.61, cut=VeryGood, color=D, clarity=VVS2, depth=59.6, percentageOfWidth=57.0, cost=2763.0, length=5.56, width=5.58}
Diamond{index=220, carat=0.53, cut=VeryGood, color=D, clarity=VVS2, depth=57.5, percentageOfWidth=64.0, cost=2782.0, length=5.34, width=5.37}
Diamond{index=78, carat=0.26, cut=VeryGood, color=D, clarity=VVS2, depth=62.4, percentageOfWidth=54.0, cost=554.0, length=4.08, width=4.13}
Diamond{index=79, carat=0.26, cut=VeryGood, color=D, clarity=VVS2, depth=62.8, percentageOfWidth=60.0, cost=554.0, length=4.01, width=4.05}
Diamond{index=187, carat=0.7, cut=VeryGood, color=D, clarity=VS1, depth=62.7, percentageOfWidth=58.0, cost=2777.0, length=5.66, width=5.73}
Diamond{index=35, carat=0.23, cut=VeryGood, color=D, clarity=VS1, depth=61.9, percentageOfWidth=58.0, cost=402.0, length=3.92, width=3.96}
Diamond{index=143, carat=0.7, cut=VeryGood, color=D, clarity=VS2, depth=61.8, percentageOfWidth=55.0, cost=2767.0, length=5.68, width=5.72}
Diamond{index=532, carat=0.7, cut=VeryGood, color=D, clarity=VS2, depth=63.3, percentageOfWidth=56.0, cost=2826.0, length=5.6, width=5.58}
Diamond{index=571, carat=0.7, cut=VeryGood, color=D, clarity=VS2, depth=59.6, percentageOfWidth=61.0, cost=2833.0, length=5.77, width=5.8}
Diamond{index=39, carat=0.26, cut=VeryGood, color=D, clarity=VS2, depth=60.8, percentageOfWidth=59.0, cost=403.0, length=4.13, width=4.16}
Diamond{index=29, carat=0.23, cut=VeryGood, color=D, clarity=VS2, depth=60.5, percentageOfWidth=61.0, cost=357.0, length=3.96, width=3.97}
Diamond{index=384, carat=0.83, cut=VeryGood, color=D, clarity=SI1, depth=63.5, percentageOfWidth=54.0, cost=2811.0, length=5.98, width=5.95}
Diamond{index=101, carat=0.75, cut=VeryGood, color=D, clarity=SI1, depth=63.2, percentageOfWidth=56.0, cost=2760.0, length=5.8, width=5.75}
Diamond{index=148, carat=0.73, cut=VeryGood, color=D, clarity=SI1, depth=60.2, percentageOfWidth=56.0, cost=2768.0, length=5.83, width=5.87}
Diamond{index=373, carat=0.73, cut=VeryGood, color=D, clarity=SI1, depth=63.1, percentageOfWidth=57.0, cost=2808.0, length=5.74, width=5.7}
Diamond{index=132, carat=0.71, cut=VeryGood, color=D, clarity=SI1, depth=63.6, percentageOfWidth=58.0, cost=2764.0, length=5.64, width=5.68}
Diamond{index=149, carat=0.7, cut=VeryGood, color=D, clarity=SI1, depth=61.1, percentageOfWidth=58.0, cost=2768.0, length=5.66, width=5.73}
Diamond{index=346, carat=0.7, cut=VeryGood, color=D, clarity=SI1, depth=62.3, percentageOfWidth=58.0, cost=2804.0, length=5.69, width=5.73}
Diamond{index=537, carat=0.7, cut=VeryGood, color=D, clarity=SI1, depth=62.3, percentageOfWidth=59.0, cost=2827.0, length=5.67, width=5.7}
Diamond{index=511, carat=0.79, cut=VeryGood, color=D, clarity=SI2, depth=62.8, percentageOfWidth=59.0, cost=2823.0, length=5.86, width=5.9}
Diamond{index=224, carat=0.75, cut=VeryGood, color=D, clarity=SI2, depth=63.1, percentageOfWidth=58.0, cost=2782.0, length=5.78, width=5.73}
Diamond{index=570, carat=0.56, cut=VeryGood, color=E, clarity=IF, depth=61.0, percentageOfWidth=59.0, cost=2833.0, length=5.28, width=5.34}
Diamond{index=80, carat=0.26, cut=VeryGood, color=E, clarity=VVS1, depth=62.6, percentageOfWidth=59.0, cost=554.0, length=4.06, width=4.09}
Diamond{index=81, carat=0.26, cut=VeryGood, color=E, clarity=VVS1, depth=63.4, percentageOfWidth=59.0, cost=554.0, length=4.0, width=4.04}
Diamond{index=77, carat=0.26, cut=VeryGood, color=E, clarity=VVS2, depth=59.9, percentageOfWidth=58.0, cost=554.0, length=4.15, width=4.23}
Diamond{index=406, carat=0.29, cut=VeryGood, color=E, clarity=VS1, depth=61.9, percentageOfWidth=55.0, cost=555.0, length=4.28, width=4.33}
Diamond{index=407, carat=0.29, cut=VeryGood, color=E, clarity=VS1, depth=62.4, percentageOfWidth=55.0, cost=555.0, length=4.2, width=4.25}
Diamond{index=33, carat=0.23, cut=VeryGood, color=E, clarity=VS1, depth=60.7, percentageOfWidth=59.0, cost=402.0, length=3.97, width=4.01}
Diamond{index=34, carat=0.23, cut=VeryGood, color=E, clarity=VS1, depth=59.5, percentageOfWidth=58.0, cost=402.0, length=4.01, width=4.06}
Diamond{index=94, carat=0.71, cut=VeryGood, color=E, clarity=VS2, depth=62.4, percentageOfWidth=57.0, cost=2759.0, length=5.68, width=5.73}
Diamond{index=277, carat=0.71, cut=VeryGood, color=E, clarity=VS2, depth=60.7, percentageOfWidth=56.0, cost=2795.0, length=5.81, width=5.82}
Diamond{index=343, carat=0.71, cut=VeryGood, color=E, clarity=VS2, depth=63.8, percentageOfWidth=58.0, cost=2804.0, length=5.62, width=5.66}
Diamond{index=344, carat=0.71, cut=VeryGood, color=E, clarity=VS2, depth=64.0, percentageOfWidth=57.0, cost=2804.0, length=5.66, width=5.68}
Diamond{index=550, carat=0.71, cut=VeryGood, color=E, clarity=VS2, depth=62.7, percentageOfWidth=59.0, cost=2830.0, length=5.65, width=5.7}
Diamond{index=134, carat=0.7, cut=VeryGood, color=E, clarity=VS2, depth=62.6, percentageOfWidth=60.0, cost=2765.0, length=5.62, width=5.65}
Diamond{index=272, carat=0.7, cut=VeryGood, color=E, clarity=VS2, depth=62.9, percentageOfWidth=57.0, cost=2793.0, length=5.66, width=5.69}
Diamond{index=49, carat=0.25, cut=VeryGood, color=E, clarity=VS2, depth=63.3, percentageOfWidth=60.0, cost=404.0, length=4.0, width=4.03}
Diamond{index=22, carat=0.23, cut=VeryGood, color=E, clarity=VS2, depth=63.8, percentageOfWidth=55.0, cost=352.0, length=3.85, width=3.92}
Diamond{index=428, carat=0.84, cut=VeryGood, color=E, clarity=SI1, depth=63.4, percentageOfWidth=55.0, cost=2813.0, length=6.0, width=5.95}
Diamond{index=288, carat=0.81, cut=VeryGood, color=E, clarity=SI1, depth=60.3, percentageOfWidth=60.0, cost=2797.0, length=6.07, width=6.1}
Diamond{index=276, carat=0.79, cut=VeryGood, color=E, clarity=SI1, depth=63.2, percentageOfWidth=56.0, cost=2794.0, length=5.91, width=5.86}
Diamond{index=331, carat=0.74, cut=VeryGood, color=E, clarity=SI1, depth=63.5, percentageOfWidth=56.0, cost=2803.0, length=5.74, width=5.79}
Diamond{index=99, carat=0.73, cut=VeryGood, color=E, clarity=SI1, depth=61.6, percentageOfWidth=59.0, cost=2760.0, length=5.77, width=5.78}
Diamond{index=487, carat=0.73, cut=VeryGood, color=E, clarity=SI1, depth=63.2, percentageOfWidth=58.0, cost=2821.0, length=5.76, width=5.7}
Diamond{index=201, carat=0.7, cut=VeryGood, color=E, clarity=SI1, depth=59.9, percentageOfWidth=63.0, cost=2777.0, length=5.76, width=5.7}
Diamond{index=207, carat=0.7, cut=VeryGood, color=E, clarity=SI1, depth=63.2, percentageOfWidth=60.0, cost=2777.0, length=5.6, width=5.51}
Diamond{index=302, carat=0.83, cut=VeryGood, color=E, clarity=SI2, depth=58.0, percentageOfWidth=62.0, cost=2799.0, length=6.19, width=6.25}
Diamond{index=345, carat=0.8, cut=VeryGood, color=E, clarity=SI2, depth=62.5, percentageOfWidth=56.0, cost=2804.0, length=5.88, width=5.96}
Diamond{index=557, carat=0.76, cut=VeryGood, color=E, clarity=SI2, depth=60.8, percentageOfWidth=60.0, cost=2831.0, length=5.89, width=5.98}
Diamond{index=416, carat=0.43, cut=VeryGood, color=E, clarity=I1, depth=58.4, percentageOfWidth=62.0, cost=555.0, length=4.94, width=5.0}
Diamond{index=76, carat=0.26, cut=VeryGood, color=F, clarity=VVS2, depth=59.2, percentageOfWidth=60.0, cost=554.0, length=4.19, width=4.22}
Diamond{index=348, carat=0.72, cut=VeryGood, color=F, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2804.0, length=5.75, width=5.7}
Diamond{index=137, carat=0.71, cut=VeryGood, color=F, clarity=VS1, depth=60.1, percentageOfWidth=62.0, cost=2765.0, length=5.74, width=5.77}
Diamond{index=365, carat=0.71, cut=VeryGood, color=F, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2807.0, length=5.66, width=5.72}
Diamond{index=366, carat=0.71, cut=VeryGood, color=F, clarity=VS1, depth=60.0, percentageOfWidth=57.0, cost=2807.0, length=5.84, width=5.9}
Diamond{index=144, carat=0.7, cut=VeryGood, color=F, clarity=VS1, depth=60.0, percentageOfWidth=57.0, cost=2767.0, length=5.8, width=5.87}
Diamond{index=369, carat=0.7, cut=VeryGood, color=F, clarity=VS1, depth=62.0, percentageOfWidth=57.0, cost=2808.0, length=5.64, width=5.71}
Diamond{index=378, carat=0.7, cut=VeryGood, color=F, clarity=VS1, depth=61.8, percentageOfWidth=56.0, cost=2810.0, length=5.63, width=5.7}
Diamond{index=379, carat=0.7, cut=VeryGood, color=F, clarity=VS1, depth=59.9, percentageOfWidth=60.0, cost=2810.0, length=5.77, width=5.84}
Diamond{index=30, carat=0.23, cut=VeryGood, color=F, clarity=VS1, depth=60.9, percentageOfWidth=57.0, cost=357.0, length=3.96, width=3.99}
Diamond{index=31, carat=0.23, cut=VeryGood, color=F, clarity=VS1, depth=60.0, percentageOfWidth=57.0, cost=402.0, length=4.0, width=4.03}
Diamond{index=32, carat=0.23, cut=VeryGood, color=F, clarity=VS1, depth=59.8, percentageOfWidth=57.0, cost=402.0, length=4.04, width=4.06}
Diamond{index=177, carat=0.74, cut=VeryGood, color=F, clarity=VS2, depth=61.3, percentageOfWidth=61.0, cost=2775.0, length=5.8, width=5.84}
Diamond{index=231, carat=0.72, cut=VeryGood, color=F, clarity=VS2, depth=63.0, percentageOfWidth=54.0, cost=2784.0, length=5.69, width=5.73}
Diamond{index=233, carat=0.72, cut=VeryGood, color=F, clarity=VS2, depth=63.6, percentageOfWidth=58.0, cost=2787.0, length=5.66, width=5.69}
Diamond{index=562, carat=0.72, cut=VeryGood, color=F, clarity=VS2, depth=62.5, percentageOfWidth=58.0, cost=2832.0, length=5.71, width=5.75}
Diamond{index=189, carat=0.71, cut=VeryGood, color=F, clarity=VS2, depth=62.8, percentageOfWidth=57.0, cost=2777.0, length=5.64, width=5.69}
Diamond{index=123, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=61.7, percentageOfWidth=63.0, cost=2762.0, length=5.64, width=5.61}
Diamond{index=211, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=63.6, percentageOfWidth=57.0, cost=2780.0, length=5.61, width=5.65}
Diamond{index=330, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=62.9, percentageOfWidth=58.0, cost=2803.0, length=5.63, width=5.65}
Diamond{index=388, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=59.5, percentageOfWidth=58.0, cost=2812.0, length=5.75, width=5.85}
Diamond{index=390, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=61.7, percentageOfWidth=58.0, cost=2812.0, length=5.63, width=5.69}
Diamond{index=421, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=62.3, percentageOfWidth=58.0, cost=2812.0, length=5.64, width=5.72}
Diamond{index=422, carat=0.7, cut=VeryGood, color=F, clarity=VS2, depth=60.9, percentageOfWidth=61.0, cost=2812.0, length=5.66, width=5.71}
Diamond{index=417, carat=0.32, cut=VeryGood, color=F, clarity=VS2, depth=61.4, percentageOfWidth=58.0, cost=556.0, length=4.37, width=4.42}
Diamond{index=374, carat=0.81, cut=VeryGood, color=F, clarity=SI1, depth=63.1, percentageOfWidth=59.0, cost=2809.0, length=5.85, width=5.79}
Diamond{index=155, carat=0.76, cut=VeryGood, color=F, clarity=SI1, depth=62.9, percentageOfWidth=57.0, cost=2770.0, length=5.79, width=5.81}
Diamond{index=383, carat=0.75, cut=VeryGood, color=F, clarity=SI1, depth=63.4, percentageOfWidth=58.0, cost=2811.0, length=5.72, width=5.76}
Diamond{index=163, carat=0.73, cut=VeryGood, color=F, clarity=SI1, depth=61.7, percentageOfWidth=60.0, cost=2771.0, length=5.79, width=5.82}
Diamond{index=408, carat=0.31, cut=VeryGood, color=F, clarity=SI1, depth=61.8, percentageOfWidth=58.0, cost=555.0, length=4.32, width=4.35}
Diamond{index=51, carat=0.24, cut=VeryGood, color=F, clarity=SI1, depth=60.9, percentageOfWidth=61.0, cost=404.0, length=4.02, width=4.03}
Diamond{index=167, carat=0.8, cut=VeryGood, color=F, clarity=SI2, depth=61.0, percentageOfWidth=57.0, cost=2772.0, length=6.01, width=6.03}
Diamond{index=434, carat=0.76, cut=VeryGood, color=F, clarity=SI2, depth=58.5, percentageOfWidth=62.0, cost=2815.0, length=5.93, width=6.01}
Diamond{index=305, carat=0.6, cut=VeryGood, color=G, clarity=IF, depth=61.6, percentageOfWidth=56.0, cost=2800.0, length=5.43, width=5.46}
Diamond{index=26, carat=0.23, cut=VeryGood, color=G, clarity=VVS2, depth=60.4, percentageOfWidth=58.0, cost=354.0, length=3.97, width=4.01}
Diamond{index=524, carat=0.73, cut=VeryGood, color=G, clarity=VS1, depth=62.0, percentageOfWidth=57.0, cost=2825.0, length=5.75, width=5.8}
Diamond{index=474, carat=0.72, cut=VeryGood, color=G, clarity=VS1, depth=63.8, percentageOfWidth=58.0, cost=2819.0, length=5.64, width=5.68}
Diamond{index=147, carat=0.71, cut=VeryGood, color=G, clarity=VS1, depth=63.3, percentageOfWidth=59.0, cost=2768.0, length=5.52, width=5.61}
Diamond{index=341, carat=0.71, cut=VeryGood, color=G, clarity=VS1, depth=63.5, percentageOfWidth=55.0, cost=2803.0, length=5.66, width=5.64}
Diamond{index=387, carat=0.7, cut=VeryGood, color=G, clarity=VS1, depth=63.0, percentageOfWidth=60.0, cost=2812.0, length=5.57, width=5.64}
Diamond{index=371, carat=0.75, cut=VeryGood, color=G, clarity=VS2, depth=63.4, percentageOfWidth=56.0, cost=2808.0, length=5.78, width=5.74}
Diamond{index=178, carat=0.72, cut=VeryGood, color=G, clarity=VS2, depth=63.7, percentageOfWidth=56.4, cost=2776.0, length=5.62, width=5.69}
Diamond{index=362, carat=0.81, cut=VeryGood, color=G, clarity=SI1, depth=62.5, percentageOfWidth=60.0, cost=2806.0, length=5.89, width=5.94}
Diamond{index=271, carat=0.79, cut=VeryGood, color=G, clarity=SI1, depth=60.6, percentageOfWidth=57.0, cost=2793.0, length=5.98, width=6.06}
Diamond{index=114, carat=0.74, cut=VeryGood, color=G, clarity=SI1, depth=62.2, percentageOfWidth=59.0, cost=2762.0, length=5.73, width=5.82}
Diamond{index=68, carat=0.31, cut=VeryGood, color=G, clarity=SI1, depth=63.3, percentageOfWidth=57.0, cost=553.0, length=4.33, width=4.3}
Diamond{index=326, carat=0.87, cut=VeryGood, color=G, clarity=SI2, depth=59.9, percentageOfWidth=58.0, cost=2802.0, length=6.19, width=6.23}
Diamond{index=95, carat=0.78, cut=VeryGood, color=G, clarity=SI2, depth=63.8, percentageOfWidth=56.0, cost=2759.0, length=5.81, width=5.85}
Diamond{index=363, carat=0.75, cut=VeryGood, color=H, clarity=VVS1, depth=60.6, percentageOfWidth=58.0, cost=2806.0, length=5.85, width=5.9}
Diamond{index=166, carat=0.73, cut=VeryGood, color=H, clarity=VVS1, depth=60.4, percentageOfWidth=59.0, cost=2772.0, length=5.83, width=5.89}
Diamond{index=236, carat=0.7, cut=VeryGood, color=H, clarity=VVS1, depth=60.5, percentageOfWidth=60.0, cost=2788.0, length=5.74, width=5.77}
Diamond{index=162, carat=0.72, cut=VeryGood, color=H, clarity=VVS2, depth=60.3, percentageOfWidth=56.0, cost=2771.0, length=5.81, width=5.83}
Diamond{index=232, carat=0.79, cut=VeryGood, color=H, clarity=VS1, depth=63.7, percentageOfWidth=56.0, cost=2784.0, length=5.85, width=5.92}
Diamond{index=135, carat=0.77, cut=VeryGood, color=H, clarity=VS1, depth=61.3, percentageOfWidth=60.0, cost=2765.0, length=5.88, width=5.9}
Diamond{index=219, carat=0.72, cut=VeryGood, color=H, clarity=VS1, depth=60.6, percentageOfWidth=63.0, cost=2782.0, length=5.83, width=5.76}
Diamond{index=10, carat=0.23, cut=VeryGood, color=H, clarity=VS1, depth=59.4, percentageOfWidth=61.0, cost=338.0, length=4.0, width=4.05}
Diamond{index=23, carat=0.23, cut=VeryGood, color=H, clarity=VS1, depth=61.0, percentageOfWidth=57.0, cost=353.0, length=3.94, width=3.96}
Diamond{index=300, carat=0.8, cut=VeryGood, color=H, clarity=VS2, depth=63.4, percentageOfWidth=60.0, cost=2797.0, length=5.92, width=5.82}
Diamond{index=368, carat=0.8, cut=VeryGood, color=H, clarity=VS2, depth=62.8, percentageOfWidth=57.0, cost=2808.0, length=5.87, width=5.91}
Diamond{index=209, carat=0.73, cut=VeryGood, color=H, clarity=VS2, depth=60.8, percentageOfWidth=56.0, cost=2779.0, length=5.82, width=5.84}
Diamond{index=311, carat=0.83, cut=VeryGood, color=H, clarity=SI1, depth=62.5, percentageOfWidth=59.0, cost=2800.0, length=5.95, width=6.02}
Diamond{index=590, carat=0.82, cut=VeryGood, color=H, clarity=SI1, depth=60.7, percentageOfWidth=56.0, cost=2836.0, length=6.04, width=6.06}
Diamond{index=551, carat=0.77, cut=VeryGood, color=H, clarity=SI1, depth=61.7, percentageOfWidth=56.0, cost=2830.0, length=5.84, width=5.89}
Diamond{index=595, carat=0.76, cut=VeryGood, color=H, clarity=SI1, depth=60.9, percentageOfWidth=55.0, cost=2838.0, length=5.92, width=5.94}
Diamond{index=72, carat=0.3, cut=VeryGood, color=H, clarity=SI1, depth=63.1, percentageOfWidth=56.0, cost=554.0, length=4.29, width=4.27}
Diamond{index=400, carat=0.3, cut=VeryGood, color=H, clarity=SI1, depth=63.3, percentageOfWidth=56.0, cost=554.0, length=4.29, width=4.27}
Diamond{index=403, carat=0.3, cut=VeryGood, color=H, clarity=SI1, depth=63.4, percentageOfWidth=60.0, cost=554.0, length=4.25, width=4.23}
Diamond{index=8, carat=0.26, cut=VeryGood, color=H, clarity=SI1, depth=61.9, percentageOfWidth=55.0, cost=337.0, length=4.07, width=4.11}
Diamond{index=287, carat=0.81, cut=VeryGood, color=H, clarity=SI2, depth=61.3, percentageOfWidth=59.0, cost=2797.0, length=5.94, width=6.01}
Diamond{index=47, carat=0.32, cut=VeryGood, color=H, clarity=SI2, depth=61.8, percentageOfWidth=55.0, cost=403.0, length=4.35, width=4.42}
Diamond{index=50, carat=0.29, cut=VeryGood, color=H, clarity=SI2, depth=60.7, percentageOfWidth=60.0, cost=404.0, length=4.33, width=4.37}
Diamond{index=446, carat=0.78, cut=VeryGood, color=I, clarity=VVS2, depth=61.4, percentageOfWidth=56.0, cost=2816.0, length=5.91, width=5.95}
Diamond{index=237, carat=0.83, cut=VeryGood, color=I, clarity=VS1, depth=61.1, percentageOfWidth=60.0, cost=2788.0, length=6.07, width=6.1}
Diamond{index=569, carat=0.8, cut=VeryGood, color=I, clarity=VS2, depth=62.0, percentageOfWidth=58.0, cost=2833.0, length=5.86, width=5.95}
Diamond{index=262, carat=0.87, cut=VeryGood, color=I, clarity=SI1, depth=63.6, percentageOfWidth=55.8, cost=2791.0, length=6.07, width=6.1}
Diamond{index=395, carat=0.32, cut=VeryGood, color=I, clarity=SI1, depth=63.1, percentageOfWidth=56.0, cost=554.0, length=4.39, width=4.36}
Diamond{index=58, carat=0.3, cut=VeryGood, color=I, clarity=SI1, depth=62.6, percentageOfWidth=57.0, cost=405.0, length=4.25, width=4.28}
Diamond{index=59, carat=0.3, cut=VeryGood, color=I, clarity=SI1, depth=63.0, percentageOfWidth=57.0, cost=405.0, length=4.28, width=4.32}
Diamond{index=563, carat=0.91, cut=VeryGood, color=I, clarity=SI2, depth=62.8, percentageOfWidth=61.0, cost=2832.0, length=6.15, width=6.18}
Diamond{index=308, carat=0.9, cut=VeryGood, color=I, clarity=SI2, depth=61.3, percentageOfWidth=56.0, cost=2800.0, length=6.17, width=6.23}
Diamond{index=534, carat=0.9, cut=VeryGood, color=I, clarity=SI2, depth=63.5, percentageOfWidth=56.0, cost=2826.0, length=6.17, width=6.07}
Diamond{index=28, carat=0.3, cut=VeryGood, color=J, clarity=VS2, depth=62.2, percentageOfWidth=57.0, cost=357.0, length=4.28, width=4.3}
Diamond{index=581, carat=0.9, cut=VeryGood, color=J, clarity=SI1, depth=63.4, percentageOfWidth=54.0, cost=2834.0, length=6.17, width=6.14}
Diamond{index=24, carat=0.31, cut=VeryGood, color=J, clarity=SI1, depth=59.4, percentageOfWidth=62.0, cost=353.0, length=4.39, width=4.43}
Diamond{index=25, carat=0.31, cut=VeryGood, color=J, clarity=SI1, depth=58.1, percentageOfWidth=62.0, cost=353.0, length=4.44, width=4.47}
Diamond{index=20, carat=0.3, cut=VeryGood, color=J, clarity=SI1, depth=62.7, percentageOfWidth=59.0, cost=351.0, length=4.21, width=4.27}
Diamond{index=248, carat=1.05, cut=VeryGood, color=J, clarity=SI2, depth=63.2, percentageOfWidth=56.0, cost=2789.0, length=6.49, width=6.45}
Diamond{index=173, carat=1.17, cut=VeryGood, color=J, clarity=I1, depth=60.2, percentageOfWidth=61.0, cost=2774.0, length=6.83, width=6.9}
Diamond{index=448, carat=0.71, cut=Good, color=D, clarity=VS1, depth=63.4, percentageOfWidth=55.0, cost=2816.0, length=5.61, width=5.69}
Diamond{index=44, carat=0.26, cut=Good, color=D, clarity=VS1, depth=58.4, percentageOfWidth=63.0, cost=403.0, length=4.19, width=4.24}
Diamond{index=538, carat=0.72, cut=Good, color=D, clarity=VS2, depth=64.0, percentageOfWidth=54.0, cost=2827.0, length=5.68, width=5.7}
Diamond{index=239, carat=0.71, cut=Good, color=D, clarity=VS2, depth=63.3, percentageOfWidth=56.0, cost=2788.0, length=5.64, width=5.68}
Diamond{index=43, carat=0.26, cut=Good, color=D, clarity=VS2, depth=65.2, percentageOfWidth=56.0, cost=403.0, length=3.99, width=4.02}
Diamond{index=85, carat=0.26, cut=Good, color=E, clarity=VVS1, depth=57.9, percentageOfWidth=60.0, cost=554.0, length=4.22, width=4.25}
Diamond{index=519, carat=0.74, cut=Good, color=E, clarity=VS1, depth=63.1, percentageOfWidth=58.0, cost=2824.0, length=5.73, width=5.75}
Diamond{index=222, carat=0.7, cut=Good, color=E, clarity=VS1, depth=57.2, percentageOfWidth=62.0, cost=2782.0, length=5.81, width=5.77}
Diamond{index=529, carat=0.7, cut=Good, color=E, clarity=VS1, depth=57.2, percentageOfWidth=59.0, cost=2826.0, length=5.94, width=5.88}
Diamond{index=3, carat=0.23, cut=Good, color=E, clarity=VS1, depth=56.9, percentageOfWidth=65.0, cost=327.0, length=4.05, width=4.07}
Diamond{index=37, carat=0.23, cut=Good, color=E, clarity=VS1, depth=64.1, percentageOfWidth=59.0, cost=402.0, length=3.83, width=3.85}
Diamond{index=170, carat=0.71, cut=Good, color=E, clarity=VS2, depth=59.2, percentageOfWidth=61.0, cost=2772.0, length=5.8, width=5.88}
Diamond{index=591, carat=0.71, cut=Good, color=E, clarity=VS2, depth=62.8, percentageOfWidth=60.0, cost=2836.0, length=5.6, width=5.65}
Diamond{index=96, carat=0.7, cut=Good, color=E, clarity=VS2, depth=57.5, percentageOfWidth=58.0, cost=2759.0, length=5.85, width=5.9}
Diamond{index=204, carat=0.7, cut=Good, color=E, clarity=VS2, depth=64.1, percentageOfWidth=59.0, cost=2777.0, length=5.64, width=5.59}
Diamond{index=273, carat=0.7, cut=Good, color=E, clarity=VS2, depth=64.1, percentageOfWidth=55.0, cost=2793.0, length=5.6, width=5.66}
Diamond{index=245, carat=0.76, cut=Good, color=E, clarity=SI1, depth=63.7, percentageOfWidth=54.0, cost=2789.0, length=5.76, width=5.85}
Diamond{index=286, carat=0.73, cut=Good, color=E, clarity=SI1, depth=63.2, percentageOfWidth=58.0, cost=2796.0, length=5.7, width=5.76}
Diamond{index=483, carat=0.73, cut=Good, color=E, clarity=SI1, depth=63.6, percentageOfWidth=57.0, cost=2821.0, length=5.72, width=5.7}
Diamond{index=462, carat=0.71, cut=Good, color=E, clarity=SI1, depth=62.8, percentageOfWidth=64.0, cost=2817.0, length=5.6, width=5.54}
Diamond{index=389, carat=0.7, cut=Good, color=E, clarity=SI1, depth=63.5, percentageOfWidth=59.0, cost=2812.0, length=5.49, width=5.53}
Diamond{index=505, carat=0.7, cut=Good, color=E, clarity=SI1, depth=61.4, percentageOfWidth=64.0, cost=2822.0, length=5.71, width=5.66}
Diamond{index=545, carat=0.8, cut=Good, color=E, clarity=SI2, depth=63.7, percentageOfWidth=54.0, cost=2829.0, length=5.91, width=5.87}
Diamond{index=280, carat=0.72, cut=Good, color=F, clarity=VS1, depth=60.7, percentageOfWidth=60.0, cost=2795.0, length=5.74, width=5.72}
Diamond{index=97, carat=0.7, cut=Good, color=F, clarity=VS1, depth=59.4, percentageOfWidth=62.0, cost=2759.0, length=5.71, width=5.76}
Diamond{index=381, carat=0.7, cut=Good, color=F, clarity=VS1, depth=62.8, percentageOfWidth=61.0, cost=2810.0, length=5.57, width=5.61}
Diamond{index=476, carat=0.7, cut=Good, color=F, clarity=VS1, depth=59.7, percentageOfWidth=63.0, cost=2819.0, length=5.76, width=5.79}
Diamond{index=36, carat=0.23, cut=Good, color=F, clarity=VS1, depth=58.2, percentageOfWidth=59.0, cost=402.0, length=4.06, width=4.08}
Diamond{index=190, carat=0.71, cut=Good, color=F, clarity=VS2, depth=63.8, percentageOfWidth=58.0, cost=2777.0, length=5.61, width=5.64}
Diamond{index=191, carat=0.71, cut=Good, color=F, clarity=VS2, depth=57.8, percentageOfWidth=60.0, cost=2777.0, length=5.87, width=5.9}
Diamond{index=321, carat=0.71, cut=Good, color=F, clarity=VS2, depth=57.8, percentageOfWidth=60.0, cost=2801.0, length=5.9, width=5.87}
Diamond{index=322, carat=0.71, cut=Good, color=F, clarity=VS2, depth=63.8, percentageOfWidth=58.0, cost=2801.0, length=5.64, width=5.61}
Diamond{index=244, carat=0.77, cut=Good, color=F, clarity=SI1, depth=64.2, percentageOfWidth=52.0, cost=2789.0, length=5.81, width=5.77}
Diamond{index=477, carat=0.86, cut=Good, color=F, clarity=SI2, depth=64.3, percentageOfWidth=60.0, cost=2819.0, length=5.97, width=5.95}
Diamond{index=240, carat=0.77, cut=Good, color=G, clarity=VS1, depth=59.4, percentageOfWidth=64.0, cost=2788.0, length=5.97, width=5.92}
Diamond{index=334, carat=0.7, cut=Good, color=G, clarity=VS1, depth=65.1, percentageOfWidth=58.0, cost=2803.0, length=5.56, width=5.59}
Diamond{index=361, carat=0.82, cut=Good, color=G, clarity=VS2, depth=64.0, percentageOfWidth=57.0, cost=2805.0, length=5.92, width=5.89}
Diamond{index=185, carat=0.72, cut=Good, color=G, clarity=VS2, depth=59.7, percentageOfWidth=60.5, cost=2776.0, length=5.8, width=5.84}
